codigo_renacyt,Investigador,Genero,URL CTI Vitae,grupo,nivel,fecha_de_inicio_de_vigencia,fecha_fin_de_vigencia,Rango de Edad,reglamento
P0234629,"DE LA FUENTE CARMELINO, LUCIANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=234629,,VII,2022-09-13,,Entre 40 a 49 años,Reglamento 2021
P0234458,"HUARAZ MORALES, SHALOM ADONAI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=234458,,VII,2022-10-22,,Entre 20 a 29 años,Reglamento 2021
P0234448,"ARIAS MARREROS, RICHARD RONNY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=234448,,VII,2022-12-22,,Entre 20 a 29 años,Reglamento 2021
P0234009,"TRAVEZAÑO CABRERA, AARON ITALO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=234009,,VII,2022-10-22,,Entre 20 a 29 años,Reglamento 2021
P0233984,"HUAMANÑAHUI HUANCA, DANY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=233984,,VII,2022-06-17,,Entre 20 a 29 años,Reglamento 2021
P0233476,"MUNIVE NUÑEZ, KAREN VANESSA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=233476,,VII,2022-06-17,,Entre 30 a 39 años,Reglamento 2021
P0232880,"VILLACIS FAJARDO, JUAN DANIEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=232880,,VI,2022-10-28,,Entre 50 a 59 años,Reglamento 2021
P0231807,"PAREDES TORRES, OSCAR RICARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=231807,,VII,2022-09-13,,Entre 30 a 39 años,Reglamento 2021
P0231167,"VALENCIA ANCI, BETTY KATTY",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=231167,,VII,2022-10-28,,Entre 50 a 59 años,Reglamento 2021
P0230535,"MAMANI BUSTAMANTE, JUAN PABLO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=230535,,VII,2022-06-08,,Entre 30 a 39 años,Reglamento 2021
P0230373,"PATRON ORDOÑEZ, GINO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=230373,,VII,2022-10-18,,Entre 40 a 49 años,Reglamento 2021
P0230061,"VIGIL OLIVEROS, NILA DEL CARMEN",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=230061,,VII,2022-09-30,,Entre 50 a 59 años,Reglamento 2021
P0229644,"MOLLO FLORES, MARYBEL ESTHER",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=229644,,VII,2022-09-06,,Entre 30 a 39 años,Reglamento 2021
P0229556,"PALOMINO TAMAYO, WALTER MARTIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=229556,,VI,2022-12-29,,Entre 50 a 59 años,Reglamento 2021
P0229223,"OBISPO VASQUEZ, ANGEL EDUARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=229223,,IV,2022-05-12,,Entre 30 a 39 años,Reglamento 2021
P0227504,"MARIN DIAZ, JESUS MIGUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=227504,,VII,2022-06-21,,Entre 20 a 29 años,Reglamento 2021
P0226737,"HOLGUIN RUIZ, ALEXIS MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=226737,,VII,2022-09-14,,Entre 40 a 49 años,Reglamento 2021
P0226542,"GÓMEZ FERNÁNDEZ, DARWIN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=226542,,VII,2022-08-22,,Entre 20 a 29 años,Reglamento 2021
P0226450,"AGUILERA FARACO, ANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=226450,,V,2022-07-14,,Entre 50 a 59 años,Reglamento 2021
P0225129,"CONCEPCION ZAVALETA, MARCIO JOSE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=225129,,VI,2022-02-10,,Entre 20 a 29 años,Reglamento 2021
P0224841,"MENDOZA YENGLE, PIERINA JOCELYN",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=224841,,VII,2022-05-17,,Entre 20 a 29 años,Reglamento 2021
P0224324,"RIVERA CALAGUA, BRYAN JOEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=224324,,VII,2022-06-08,,Entre 20 a 29 años,Reglamento 2021
P0224148,"GARCIA CURO, GIANMARCO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=224148,,VII,2022-09-14,,Entre 20 a 29 años,Reglamento 2021
P0223284,"LEON FIGUEROA, DARWIN ANTHONY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=223284,,VII,2022-10-22,,Entre 20 a 29 años,Reglamento 2021
P0223178,"MORI VARGAS, TONY JONATAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=223178,,VII,2022-06-21,,Entre 30 a 39 años,Reglamento 2021
P0223096,"SANCHEZ VELAZCO, DIANA FIORELA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=223096,,VII,2022-06-17,,Entre 20 a 29 años,Reglamento 2021
P0222795,"PINEDA LAZARO, ALEXANDRA JHERINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=222795,,VII,2022-09-06,,Entre 20 a 29 años,Reglamento 2021
P0221848,"BENITES FLORES, IRWING RENATO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=221848,,VII,2022-09-14,,Entre 30 a 39 años,Reglamento 2021
P0221765,"CHAVEZ SANTIVAÑEZ, LESLYE ANJY",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=221765,,VII,2022-10-18,,Entre 20 a 29 años,Reglamento 2021
P0221372,"RIOS ORTEGA, JOSIAS CALEB",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=221372,,VII,2022-05-17,,Entre 30 a 39 años,Reglamento 2021
P0221280,"CORDOVA ESPINOZA, MIGUEL IGNACIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=221280,,VI,2022-10-18,,Entre 40 a 49 años,Reglamento 2021
P0220999,"MIKI OHNO, JANET MERCEDES CHIAKI",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=220999,,VII,2022-10-27,,Entre 40 a 49 años,Reglamento 2021
P0220805,"MALCA DIAZ, JIMMY FERNANDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=220805,,VII,2022-09-14,,Entre 10 a 19 años,Reglamento 2021
P0220665,"PINEDO TUANAMA, LLOY POOL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=220665,,VII,2022-10-05,,Entre 20 a 29 años,Reglamento 2021
P0220639,"DE LA CRUZ CERRON, LEONEL ALDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=220639,,VII,2022-10-22,,Entre 40 a 49 años,Reglamento 2021
P0220408,"CORONADO ARROYO, JULIA CRISTINA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=220408,,VII,2022-09-06,,Entre 30 a 39 años,Reglamento 2021
P0219500,"MOROCHO ALBURQUEQUE, DIANA NOELIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=219500,,VI,2022-11-25,,Entre 20 a 29 años,Reglamento 2021
P0219489,"MAYCA PEREZ, JULIO ANDER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=219489,,VII,2022-09-13,,Entre 40 a 49 años,Reglamento 2021
P0219439,"FLORES LUNA, GENOVEVA LOURDES",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=219439,,IV,2022-07-14,,Entre 30 a 39 años,Reglamento 2021
P0219385,"CASTAÑEDA SANTA CRUZ, ELISA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=219385,,V,2022-04-21,,Entre 30 a 39 años,Reglamento 2021
P0218970,"SOTOMAYOR TRELLES, JOSE ENRIQUE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=218970,,VII,2022-10-18,,Entre 30 a 39 años,Reglamento 2021
P0218216,"VARGAS VILLAFUERTE, JAIME MOISES",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=218216,,VII,2022-10-22,,Entre 20 a 29 años,Reglamento 2021
P0218211,"PORTADA COACALLE, JOEL ROGELIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=218211,,VII,2022-09-13,,Entre 30 a 39 años,Reglamento 2021
P0217783,"ESPARZA ARANA, MARIA ELENA DEL ROSARIO",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=217783,,VII,2022-10-25,,Entre 50 a 59 años,Reglamento 2021
P0217657,"CHAVEZ BUSTAMANTE, SARAI GLORIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=217657,,VII,2022-10-22,,Entre 20 a 29 años,Reglamento 2021
P0217426,"GUERRA CANCHARI, PEDRO JESUS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=217426,,VI,2022-09-13,,Entre 20 a 29 años,Reglamento 2021
P0216924,"BARRENECHEA PULACHE, ANTONIO JESUS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=216924,,VI,2022-07-14,,Entre 20 a 29 años,Reglamento 2021
P0216513,"FLORES SANCHEZ, JOSE DANIEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=216513,,VII,2022-11-10,,Entre 30 a 39 años,Reglamento 2021
P0216481,"RAMIREZ ASIS, ELIA ESPERANZA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=216481,,VII,2022-10-18,,Entre 50 a 59 años,Reglamento 2021
P0216450,"GONZÁLEZ FERNÁNDEZ, JOSÉ VULFRANO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=216450,,V,2022-10-27,,Entre 40 a 49 años,Reglamento 2021
P0216350,"GONZÁLEZ AGUILERA, JORGE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=216350,,III,2022-09-06,,Entre 40 a 49 años,Reglamento 2021
P0216141,"TORRES PILCO, RENATO RAUL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=216141,,VII,2022-11-25,,Entre 20 a 29 años,Reglamento 2021
P0216110,"SORIANO MORENO, DAVID RENATO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=216110,,VI,2022-05-17,,Entre 20 a 29 años,Reglamento 2021
P0215671,"DAVILA CALLE, GUILLERMO ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=215671,,IV,2022-10-28,,Entre 40 a 49 años,Reglamento 2021
P0215348,"DOMINGUEZ ROJAS, JESUS ANGEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=215348,,V,2022-10-13,,Entre 40 a 49 años,Reglamento 2021
P0215331,"COSSIO ALVA, BRYAN ALEXIS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=215331,,VII,2022-10-28,,Entre 20 a 29 años,Reglamento 2021
P0215300,"LLAURE MORA, ALEJANDRINA MARIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=215300,,VII,2022-12-13,,Entre 20 a 29 años,Reglamento 2021
P0215290,"CARRION ARCELA, JEAN PIERRE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=215290,,VII,2022-06-08,,Entre 20 a 29 años,Reglamento 2021
P0215153,"PAEZ GONZALEZ, MARIA TERESA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=215153,,VII,2022-07-22,,Entre 30 a 39 años,Reglamento 2021
P0214731,"DELGADO ZEGARRA, JAIME RICARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=214731,,VII,2022-09-06,,Entre 60 a 69 años,Reglamento 2021
P0214477,"VARGAS HERRERA, NATALIA GLADYS",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=214477,,VII,2022-10-28,,Entre 30 a 39 años,Reglamento 2021
P0214213,"VALENCIA ARIAS, JHOANY ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=214213,,Investigador Distinguido,2022-10-27,,Entre 30 a 39 años,Reglamento 2021
P0213664,"GONZALES MANTILLA, GORKI YURI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=213664,,VI,2022-10-28,,Entre 50 a 59 años,Reglamento 2021
P0213424,"VEGA FERNANDEZ, JORGE ARTURO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=213424,,VII,2022-12-13,,Entre 20 a 29 años,Reglamento 2021
P0213269,"HORNA SALDAÑA, CESAR JHONNATAN PASELI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=213269,,VII,2022-12-06,,Entre 30 a 39 años,Reglamento 2021
P0213118,"POMA GARCIA, CLAUDIA ROSSANA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=213118,,VII,2022-12-29,,Entre 30 a 39 años,Reglamento 2021
P0212948,"OCUPA CABRERA, HITLER GIOVANNI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=212948,,VII,2022-10-27,,Entre 50 a 59 años,Reglamento 2021
P0212867,"AL-KASSAB CORDOVA, ALI",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=212867,,V,2022-08-22,,Entre 20 a 29 años,Reglamento 2021
P0212807,"RODRIGUEZ ARANA, NATHALY KAROL",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=212807,,VII,2022-12-22,,Entre 30 a 39 años,Reglamento 2021
P0212196,"VARGAS ROCHA, LUIS ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=212196,,VII,2022-10-25,,Entre 20 a 29 años,Reglamento 2021
P0212143,"ALCANTARA FIGUEROA, CHRISTIAN EDUARDO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=212143,,VII,2022-06-17,,Entre 30 a 39 años,Reglamento 2021
P0211952,"TORIBIO LOPEZ, ALEXANDER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=211952,,VII,2022-12-29,,Entre 40 a 49 años,Reglamento 2021
P0211901,"VISCONTI LOPEZ, FABRICCIO JOSE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=211901,,VII,2022-10-05,,Entre 20 a 29 años,Reglamento 2021
P0211542,"MEDRANO COLMENARES, SARA MERCEDES",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=211542,,VII,2022-12-22,,Entre 20 a 29 años,Reglamento 2021
P0211434,"TELLO MELENDEZ, PERCY GUSTAVO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=211434,,VII,2022-06-21,,Entre 40 a 49 años,Reglamento 2021
P0211396,"CABANILLAS LAZO, MIGUEL FRANCISCO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=211396,,VII,2022-09-13,,Entre 20 a 29 años,Reglamento 2021
P0211181,"BUSTAMANTE PAYTAN, DIEGO ANDREE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=211181,,VII,2022-12-13,,Entre 20 a 29 años,Reglamento 2021
P0210815,"QUIJANO ESCATE, KARLA RENATTA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=210815,,VII,2022-09-01,,Entre 20 a 29 años,Reglamento 2021
P0210666,"GUILLEN MACEDO, KARLA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=210666,,VII,2022-09-01,,Entre 20 a 29 años,Reglamento 2021
P0210537,"RODRIGUEZ ALARCON, JEAN FRANCO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=210537,,VI,2022-05-17,,Entre 20 a 29 años,Reglamento 2021
P0209980,"ALCANTARA DIAZ, ANA LUCIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=209980,,VII,2022-07-14,,Entre 20 a 29 años,Reglamento 2021
P0209753,"GUIBOVICH PEREZ, PEDRO MANUEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=209753,,VII,2022-09-01,,Entre 60 a 69 años,Reglamento 2021
P0209313,"BRUNO HUAMAN, ASTRID KIARA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=209313,,VII,2022-10-18,,Entre 20 a 29 años,Reglamento 2021
P0207030,"AZAÑERO HARO, JOHAN ALEXANDER",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=207030,,VII,2022-07-14,,Entre 30 a 39 años,Reglamento 2021
P0207023,"VALERA CORNEJO, DIEGO ALEJANDRO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=207023,,V,2022-04-21,,Entre 30 a 39 años,Reglamento 2021
P0206738,"ROSALES RICARDO, YURY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206738,,V,2022-02-10,,Entre 40 a 49 años,Reglamento 2021
P0206669,"VALDIVIEZO MORALES, CHRISTOPHER GUISSEPE",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206669,,VII,2022-12-29,,Entre 20 a 29 años,Reglamento 2021
P0206517,"SANCA VALERIANO, SILVIA NOELIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206517,,VII,2022-09-14,,Entre 30 a 39 años,Reglamento 2021
P0206381,"VIZCARRA BENTOS, TONY",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206381,,III,2022-09-30,,Entre 40 a 49 años,Reglamento 2021
P0206378,"HARO VARAS, JUAN CARLOS",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206378,,VII,2022-09-27,,Entre 30 a 39 años,Reglamento 2021
P0206367,"MEZA LOPEZ, FLOR DE LISS",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206367,,VII,2022-10-28,,Entre 30 a 39 años,Reglamento 2021
P0206147,"MAMANI LUNA, TITO LUCIANO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206147,,VII,2022-05-17,,Entre 30 a 39 años,Reglamento 2021
P0206125,"PAREDES ANGELES, RUBI CELESTE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206125,,VII,2022-12-19,,Entre 20 a 29 años,Reglamento 2021
P0206026,"ALVARADO RUIZ, CINTHYA VANESSA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=206026,,VII,2022-12-13,,Entre 20 a 29 años,Reglamento 2021
P0205850,"GAMARRA MENDOZA, SOFIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=205850,,VII,2022-05-17,,Entre 50 a 59 años,Reglamento 2021
P0205767,"LEON RIOS, XIMENA ALEJANDRA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=205767,,V,2022-06-08,,Entre 20 a 29 años,Reglamento 2021
P0205139,"ROSELL GUEVARA, LORENA NICOLE",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=205139,,VI,2022-08-22,,Entre 20 a 29 años,Reglamento 2021
P0205026,"VILLEGAS RIVAS, DANNY ALBERTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=205026,,VII,2022-09-01,,Entre 40 a 49 años,Reglamento 2021
P0204926,"GALVEZ NIÑO, MARCO ANTONIO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204926,,VII,2022-06-08,,Entre 30 a 39 años,Reglamento 2021
P0204846,"AGÜERO CORZO, EUCARIS DEL CARMEN",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204846,,VI,2022-05-17,,Entre 40 a 49 años,Reglamento 2021
P0204802,"ZELADA MARILUZ, BERTHA RUTH",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204802,,VII,2022-07-14,,Entre 50 a 59 años,Reglamento 2021
P0204693,"RODRIGUEZ GARRIDO, JOSE ANTONIO ALADINO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204693,,Investigador Distinguido,2022-04-20,,Entre 60 a 69 años,Reglamento 2021
P0204566,"COMETTANT RABANAL, RAUL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204566,,VII,2022-07-14,,Entre 30 a 39 años,Reglamento 2021
P0204525,"CASTAÑEDA GRANDA, DAVID ISRAEL",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204525,,VII,2022-06-17,,Entre 20 a 29 años,Reglamento 2021
P0204506,"COPAJA CORZO, CESAR AUGUSTO",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204506,,VII,2022-05-24,,Entre 20 a 29 años,Reglamento 2021
P0204372,"LORET DE MOLA ZANATTI, CHRISTIAN",Masculino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204372,,Investigador Distinguido,2022-06-08,,Entre 30 a 39 años,Reglamento 2021
P0204280,"VILELA ESTRADA, ANA LUCIA",Femenino,https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=204280,,VII,2022-09-14,,Entre 20 a 29 años,Reglamento 2021
